Speaker,Utterance,Dialogue_Act,classID,Idx,tokenNum,labels,change_speaker,context
b,can i have er an alarm call please in t' morning,direct,10,11842,11,L10,0,@ hello love @ can i have er an alarm call please in t' morning
a,righto,ackn,1,11843,1,L1,1,# can i have er an alarm call please in t' morning @ righto
a,what time do you want to book it for,reqInfo,33,11844,9,L33,0,@ righto @ what time do you want to book it for
b,er four forty five,answ,2,11845,4,L2,1,# what time do you want to book it for @ er four forty five
a,four forty five,echo,12,11846,3,L12,1,# er four forty five @ four forty five
a,right,ackn,1,11847,1,L1,0,@ four forty five @ right
a,hold on a second please right we'll call you at four forty five in the morning okay thank you bye bye,hold,19,11848,21,L19,0,@ right @ hold on a second please right we'll call you at four forty five in the morning okay thank you bye bye
a,right,init,25,11849,1,L25,0,@ hold on a second please right we'll call you at four forty five in the morning okay thank you bye bye @ right
a,we'll call you at four forty five in the morning,informIntent,24,11850,10,L24,0,@ right @ we'll call you at four forty five in the morning
b,right,accept,0,11851,1,L0,1,# we'll call you at four forty five in the morning @ right
b,thank you,thank,37,11852,2,L37,0,@ right @ thank you
a,okay,ackn,1,11853,1,L1,1,# thank you @ okay
a,thank you,thank,37,11854,2,L37,0,@ okay @ thank you
a,bye bye,bye,6,11855,2,L6,0,@ thank you @ bye bye
b,bye,bye,6,11856,1,L6,1,# bye bye @ bye
b,hello,greet,18,11857,1,L18,0,@ bye @ hello
b,how do i cancel a ringback please,reqInfo,33,11858,7,L33,0,@ hello @ how do i cancel a ringback please
a,oh you would key in hash hash,answ,2,11859,7,L2,1,# how do i cancel a ringback please @ oh you would key in hash hash
b,okay,ackn,1,11860,1,L1,1,# oh you would key in hash hash @ okay
b,thanks very much,thank,37,11861,3,L37,0,@ okay @ thanks very much
a,thank you,thank,37,11862,2,L37,1,# thanks very much @ thank you
a,bye bye,bye,6,11863,2,L6,0,@ thank you @ bye bye
b,bye,bye,6,11864,1,L6,1,# bye bye @ bye
b,hello,greet,18,11865,1,L18,0,@ bye @ hello
b,could i have a call in the morning please,direct,10,11866,9,L10,0,@ hello @ could i have a call in the morning please
a,right,accept,0,11867,1,L0,1,# could i have a call in the morning please @ right
a,what time do you want to book it for,reqInfo,33,11868,9,L33,0,@ right @ what time do you want to book it for
b,five o'clock,reqInfo,33,11869,2,L33,1,# what time do you want to book it for @ five o'clock
a,five,echo,12,11870,1,L12,1,# five o'clock @ five
a,hold on please right we'll call you at five o'clock in the morning thank you bye,hold,19,11871,16,L19,0,@ five @ hold on please right we'll call you at five o'clock in the morning thank you bye
a,right,init,25,11872,1,L25,0,@ hold on please right we'll call you at five o'clock in the morning thank you bye @ right
a,we'll call you at five o'clock in the morning,informIntent,24,11873,9,L24,0,@ right @ we'll call you at five o'clock in the morning
b,okay,ackn,1,11874,1,L1,1,# we'll call you at five o'clock in the morning @ okay
b,thank you very much,thank,37,11875,4,L37,0,@ okay @ thank you very much
b,bye,bye,6,11876,1,L6,0,@ thank you very much @ bye
a,thank you,thank,37,11877,2,L37,1,# bye @ thank you
a,bye,bye,6,11878,1,L6,0,@ thank you @ bye
b,um can i have an alarm call please,direct,10,11879,8,L10,1,# bye @ um can i have an alarm call please
a,right,accept,0,11880,1,L0,1,# um can i have an alarm call please @ right
a,what time do you want to book it for,reqInfo,33,11881,9,L33,0,@ right @ what time do you want to book it for
b,four forty five a m please,answ,2,11882,6,L2,1,# what time do you want to book it for @ four forty five a m please
a,four forty five in the morning,confirm,8,11883,6,L8,1,# four forty five a m please @ four forty five in the morning
a,okay,init,25,11884,1,L25,0,@ four forty five in the morning @ okay
a,hold on please,hold,19,11885,3,L19,0,@ okay @ hold on please
a,right,init,25,11886,1,L25,0,@ hold on please @ right
a,we'll call you at four forty five in the morning,informIntent,24,11887,10,L24,0,@ right @ we'll call you at four forty five in the morning
b,okay,ackn,1,11888,1,L1,1,# we'll call you at four forty five in the morning @ okay
b,thank you,thank,37,11889,2,L37,0,@ okay @ thank you
a,thank you,thank,37,11890,2,L37,1,# thank you @ thank you
a,bye bye,bye,6,11891,2,L6,0,@ thank you @ bye bye
b,thanks,thank,37,11892,1,L37,1,# bye bye @ thanks
b,brilliant,appreciate,4,11893,1,L4,0,@ thanks @ brilliant
b,bye,bye,6,11894,1,L6,0,@ brilliant @ bye
b,oh hello,greet,18,11895,2,L18,0,@ bye @ oh hello
b,i was wondering if i tell you the number of a phone box if you could tell me the location please,reqInfo,33,11896,21,L33,0,@ oh hello @ i was wondering if i tell you the number of a phone box if you could tell me the location please
a,i can only tell you the town that it's in not the street or anything,answ,2,11897,15,L2,1,# i was wondering if i tell you the number of a phone box if you could tell me the location please @ i can only tell you the town that it's in not the street or anything
b,oh,exclaim,13,11898,1,L13,1,# i can only tell you the town that it's in not the street or anything @ oh
b,you can't tell me exactly where,confirm,8,11899,6,L8,0,@ oh @ you can't tell me exactly where
a,no no,ackn,1,11900,2,L1,1,# you can't tell me exactly where @ no no
a,i'm afraid we're not allowed to do that,inform,21,11901,8,L21,0,@ no no @ i'm afraid we're not allowed to do that
b,right,ackn,1,11902,1,L1,1,# i'm afraid we're not allowed to do that @ right
b,well,init,25,11903,1,L25,0,@ right @ well
b,the first three digits of the actual number is it's er is that all you can tell me okay thanks,inform,21,11904,20,L21,0,@ well @ the first three digits of the actual number is it's er is that all you can tell me okay thanks
a,well,init,25,11905,1,L25,1,# the first three digits of the actual number is it's er is that all you can tell me okay thanks @ well
a,what's the area code,reqInfo,33,11906,4,L33,0,@ well @ what's the area code
b,it's er is that all you can tell me okay thanks,answ,2,11907,11,L2,1,# what's the area code @ it's er is that all you can tell me okay thanks
a,and then what is it,reqInfo,33,11908,5,L33,1,# it's er is that all you can tell me okay thanks @ and then what is it
a,and then what,reqInfo,33,11909,3,L33,0,@ and then what is it @ and then what
b,er is that all you can tell me okay thanks,answ,2,11910,10,L2,1,# and then what @ er is that all you can tell me okay thanks
a,hold on yeah that's in that's all i can tell you i'm sorry okay thank you,hold,19,11911,16,L19,1,# er is that all you can tell me okay thanks @ hold on yeah that's in that's all i can tell you i'm sorry okay thank you
a,yeah,ackn,1,11912,1,L1,0,@ hold on yeah that's in that's all i can tell you i'm sorry okay thank you @ yeah
a,that's in that's all i can tell you i'm sorry okay thank you,inform,21,11913,13,L21,0,@ yeah @ that's in that's all i can tell you i'm sorry okay thank you
b,is that all you can tell me,reqInfo,33,11914,7,L33,1,# that's in that's all i can tell you i'm sorry okay thank you @ is that all you can tell me
a,that's all i can tell you,answ,2,11915,6,L2,1,# is that all you can tell me @ that's all i can tell you
a,i'm sorry,expressRegret,16,11916,2,L16,0,@ that's all i can tell you @ i'm sorry
b,okay,ackn,1,11917,1,L1,1,# i'm sorry @ okay
b,thanks,thank,37,11918,1,L37,0,@ okay @ thanks
a,okay,ackn,1,11919,1,L1,1,# thanks @ okay
a,thank you,thank,37,11920,2,L37,0,@ okay @ thank you
b,early morning call please,direct,10,11921,4,L10,1,# thank you @ early morning call please
a,early morning call,echo,12,11922,3,L12,1,# early morning call please @ early morning call
a,what time,reqInfo,33,11923,2,L33,0,@ early morning call @ what time
b,er six forty five,answ,2,11924,4,L2,1,# what time @ er six forty five
a,six forty five,echo,12,11925,3,L12,1,# er six forty five @ six forty five
a,hold on please right that's booked for you and we'll call you at six forty five in the morning thank you bye bye,hold,19,11926,23,L19,0,@ six forty five @ hold on please right that's booked for you and we'll call you at six forty five in the morning thank you bye bye
a,right,init,25,11927,1,L25,0,@ hold on please right that's booked for you and we'll call you at six forty five in the morning thank you bye bye @ right
a,that's booked for you,inform,21,11928,4,L21,0,@ right @ that's booked for you
a,and we'll call you at six forty five in the morning,informIntent,24,11929,11,L24,0,@ that's booked for you @ and we'll call you at six forty five in the morning
b,thank you,thank,37,11930,2,L37,1,# and we'll call you at six forty five in the morning @ thank you
a,thank you,thank,37,11931,2,L37,1,# thank you @ thank you
b,thank you,thank,37,11932,2,L37,1,# thank you @ thank you
b,bye,bye,6,11933,1,L6,0,@ thank you @ bye
a,bye bye,bye,6,11934,2,L6,1,# bye @ bye bye
b,hello,greet,18,11935,1,L18,1,# bye bye @ hello
b,could i have the ex directory please,direct,10,11936,7,L10,0,@ hello @ could i have the ex directory please
a,you want what,reqInfo,33,11937,3,L33,1,# could i have the ex directory please @ you want what
a,sorry,pardon,28,11938,1,L28,0,@ you want what @ sorry
b,the ex directory operator,answ,2,11939,4,L2,1,# sorry @ the ex directory operator
a,ex directory operator,echo,12,11940,3,L12,1,# the ex directory operator @ ex directory operator
a,hold on a second please i'm just putting you through now,hold,19,11941,11,L19,0,@ ex directory operator @ hold on a second please i'm just putting you through now
a,i'm just putting you through now,informIntent,24,11942,6,L24,0,@ hold on a second please i'm just putting you through now @ i'm just putting you through now
b,yep,backch,5,11943,1,L5,1,# i'm just putting you through now @ yep
b,thank you dear,thank,37,11944,3,L37,0,@ yep @ thank you dear
b,yes,ackn,1,11945,1,L1,0,@ thank you dear @ yes
b,hi,greet,18,11946,1,L18,0,@ yes @ hi
b,can i book an alarm call please,direct,10,11947,7,L10,0,@ hi @ can i book an alarm call please
a,an alarm call,echo,12,11948,3,L12,1,# can i book an alarm call please @ an alarm call
a,what time do you what time do you want it for,reqInfo,33,11949,11,L33,0,@ an alarm call @ what time do you what time do you want it for
b,yep,ackn,1,11950,1,L1,1,# what time do you what time do you want it for @ yep
b,three thirty,answ,2,11951,2,L2,0,@ yep @ three thirty
a,hang on please right we'll call you at three thirty this morning thank you byebye,hold,19,11952,15,L19,1,# three thirty @ hang on please right we'll call you at three thirty this morning thank you byebye
a,we'll call you at three thirty this morning,informIntent,24,11953,8,L24,0,@ hang on please right we'll call you at three thirty this morning thank you byebye @ we'll call you at three thirty this morning
b,ok,accept,0,11954,1,L0,1,# we'll call you at three thirty this morning @ ok
b,thank you,thank,37,11955,2,L37,0,@ ok @ thank you
a,thank you,thank,37,11956,2,L37,1,# thank you @ thank you
